x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 y
5.128 1.613 -3.469 0.737 -0.719 1.888 -4.843 5.356 6.109 1.234 0
5.88 2.083 1.962 2.452 2.656 2.82 0.847 4.147 8.546 2.271 1
6.554 6.38 -0.737 1.211 1.429 -0.66 2.826 1.214 6.968 6.828 1
3.11 -0.88 0.725 1.296 0.024 3.032 2.256 2.107 4.08 -0.462 1
-0.811 0.156 2.245 4.486 -0.121 5.033 2.572 5.19 3.723 -0.934 1
6.447 3.533 -1.804 1.766 5.516 2.206 -2.247 3.244 8.269 3.86 1
6.034 5.905 1.059 4.299 0.361 2.568 -0.866 5.439 10.842 5.897 1
1.473 2.342 -0.75 0.978 4.24 6.589 4.094 1.686 2.488 3.304 0
4.314 5.815 2.144 3.306 1.491 2.803 4.728 1.559 8.009 5.761 1
6.319 -0.725 -0.836 1.47 5.989 2.915 5.147 -0.05 7.533 -1.152 1
2.191 3.035 5.224 6.137 4.379 2.975 0.523 5.322 7.831 3.108 0
6.33 3.477 0.187 5.218 5.538 1.937 6.405 5.444 11.98 4.095 1
3.313 5.613 -0.534 1.254 0.737 4.709 -0.849 4.255 4.398 6.273 1
2.365 -0.455 -1.181 1.691 2.575 5.788 -1.887 5.807 4.042 -1.006 1
-0.416 4.898 0.019 2.199 -0.96 5.317 2.102 3.89 1.521 3.735 1
3.28 1.879 -2.868 1.48 4.737 5.956 2.886 2.015 4.47 1.861 0
5.713 3.864 -6.121 -2.655 1.443 1.473 2.64 2.06 2.803 3.474 1
2.572 4.472 2.543 5.124 1.982 6.057 -1.083 0.563 8.207 4.276 0
-0.18 1.059 2.358 3.461 1.041 3.836 2.385 0.24 3.497 1.109 1
5.526 3.161 1.088 2.765 4.046 0.89 -0.24 2.808 7.865 3.657 1
6.527 4.715 -0.28 1.473 6.259 4.759 2.638 6.969 7.975 4.619 1
2.191 6.635 -4.339 -2.095 5.403 2.48 5.79 3.62 0.76 6.209 1
1.279 5.381 1.282 1.465 3.519 3.968 -5.259 4.251 2.169 5.901 1
2.912 4.147 1.038 2.732 2.79 -0.067 3.6 4.924 5.925 4.091 0
6.43 6.748 0.417 3.43 0.586 2.535 -1.706 0.688 9.799 7.016 1
5.997 1.806 -0.312 2.465 -0.337 3.377 3.754 3.141 8.599 2.552 1
5.582 -0.277 -2.915 0.012 1.178 1.956 -2.758 3.203 5.547 0.266 1
5.347 5.004 5.015 5.703 5.122 0.232 1.686 2.377 11.042 4.946 1
-0.056 5.141 5.795 8.233 3.828 4.184 7.651 6.933 8.803 5.606 1
-0.855 2.479 1.473 3.864 4.725 -0.562 -5.324 0.731 2.843 3.548 1
4.842 3.89 4.925 6.838 4.362 5.506 2.723 2.1 11.671 4.216 0
2.986 0.458 2.317 3.809 -0.367 1.933 -0.917 2.811 7.265 1.472 1
-0.715 1.067 1 4.271 -0.442 4.768 0.993 1.198 2.945 0.443 1
0.001 6.471 -2.983 -2.893 4.522 6.638 5.285 5.804 -2.841 6.531 1
5.471 2.225 0.413 2.279 4.622 1.89 -0.836 1.766 7.538 2.582 1
6.386 -0.929 0.932 1.513 4.147 3.197 -1.883 5.903 7.885 -0.281 1
2.728 0.772 -0.965 1.751 3.055 1.904 2.245 6.912 4.172 1.336 0
6.212 6.543 -4.569 -3.948 1.617 6.392 0.986 5.434 1.86 6.23 1
0.232 3.337 2.056 2.302 3.098 3.02 0.957 1.881 2.947 2.886 1
2.257 4.153 1.836 2.95 3.222 6.327 -1.362 4.564 5.029 4.454 0
3.933 5.353 -2.009 -1.321 -0.052 5.883 -2.582 2.483 1.42 5.277 1
2.382 0.269 1.86 2.374 6.344 6.168 -1.503 4.508 4.936 0.215 1
3.519 -0.939 1.23 2.148 0.817 5.225 -1.444 1.112 5.141 -1.253 1
6.069 -0.57 -1.503 0.37 -0.529 4.336 0.9 2.602 6.695 -0.891 1
5.765 0.027 4.229 4.946 -0.324 5.779 1.004 1.337 10.569 0.128 1
5.142 0.348 -2.242 -1.858 6.791 2.572 -3.328 -0.662 4.46 -0.003 1
3.363 -0.511 -6.01 -5.083 3.51 3.458 2.168 0.994 -1.196 0.405 1
2.961 1.263 0.058 2.01 6.925 6.292 2.233 2.134 4.789 2.257 1
4.464 0.404 2.753 3.887 0.536 2.257 -6.01 1.513 7.929 -0.855 1
4.121 5.621 -2.535 -2.527 3.582 6.626 1.072 3.91 1.742 5.444 1
4.995 6.433 -3.974 -2.682 0.329 -0.399 2.533 5.047 2.096 6.006 1
-0.665 6.997 2.298 5.918 -0.759 1.98 -0.146 5.216 5.412 6.354 1
4.676 0.888 -3.377 -1.821 5.594 2.559 1.699 2.366 2.545 0.786 1
5.411 0.381 -2.084 -0.558 -0.318 2.054 -2.453 1.649 5.343 0.199 1
3.475 -0.229 0.842 2.012 0.412 4.541 0.015 1.45 5.199 0.214 1
2.227 2.251 0.176 1.708 4.198 0.555 1.879 0.916 4.318 2.257 0
5.015 4.752 1.935 7.171 1.586 2.202 -0.748 -0.216 12.266 5.486 1
2.224 -0.288 -2.87 -0.633 1.316 0.966 -0.431 3.702 0.324 -0.699 1
4.197 1.709 -4.253 -1.896 -0.89 1.488 0.442 1.423 1.904 1.328 1
-0.836 6.606 1.093 2.85 5.584 0.127 -3.548 6.331 2.122 6.602 1
0.346 -0.712 -2.025 2.598 1.054 -0.768 -1.087 3.848 3.347 -0.439 1
4.022 -0.724 -1.148 0.653 -0.102 1.093 2.365 -0.939 4.764 -0.632 1
0.872 1.423 0.446 2.738 2.03 6.188 -0.849 3.176 3.009 1.406 0
-0.111 4.323 -2.496 -2.023 2.116 3.162 1.796 6.524 -2.122 4.558 1
3.582 -0.725 -0.996 0.927 5.605 -0.05 -1.374 -0.463 4.38 -0.374 1
-0.21 -0.259 -5.155 -4.153 5.028 -0.645 0.652 1.059 -4.112 0.263 1
0.21 2.542 0.3 0.463 5.002 4.87 0.591 2.983 -0.257 1.992 1
3.859 5.016 -0.76 1.666 1.509 -0.966 -0.282 4.391 5.607 5.905 1
3.887 6.933 4.744 8.546 5.67 6.493 -0.365 4.505 11.897 7.694 1
2.289 2.13 -5.984 -4.479 0.556 6.507 -1.384 2.734 -1.993 1.65 0
2.543 -0.366 -3.807 -3.563 0.253 4.057 -1.402 2.455 -0.316 0.149 1
5.792 1.771 3.775 6.245 5.764 0.276 1.344 4.072 11.443 1.704 1
2.034 1.564 2.611 4.014 4.876 0.593 4.129 0.11 6.462 1.465 0
-0.879 2.497 1.229 2.925 0.707 6.803 -0.152 4.459 1.257 3.979 1
1.308 2.609 3.805 8.444 5.865 3.471 -2.303 2.924 9.701 2.681 0
1.747 0.116 -0.788 1.658 2.656 6.538 3.053 0.905 3.696 0.267 1
-0.917 3.085 4.253 6.961 3.522 6.661 -0.344 6.871 5.21 3.573 1
0.47 5.158 2.638 3.76 -0.814 0.047 -0.617 4.729 4.472 5.038 1
4.885 1.306 -0.906 -0.13 5.625 0.462 1.114 4.832 4.464 0.923 1
2.122 6.855 1.49 2.914 -0.127 -0.814 -5.18 2.46 3.992 6.449 1
6.372 0.145 2.777 5.34 5.155 3.238 -1.253 6.11 11.422 0.36 1
3.688 5.11 -1.566 -1.066 3.277 0.571 0.733 0.738 2.354 5.074 1
6.258 5.7 -1.554 0.559 -0.112 3.255 2.048 -0.466 7.097 5.803 1
0.661 6.175 2.386 4.113 4.174 5.703 -2.453 5.004 4.464 7.124 1
-0.52 5.476 2.408 4.319 3.895 0.247 0.107 -0.385 3.828 4.789 1
3.495 -0.768 -2.78 -1.424 1.914 2.247 -0.216 2.542 2.335 -1.196 1
3.423 3.115 -4.543 -0.029 1.402 5.802 1.645 4.318 3.744 2.865 0
3.525 0.655 -4.896 -4.138 1.952 6.542 -3.749 5.41 -1.042 0.107 1
-0.587 5.474 3.061 5.114 2.58 6.596 0.083 2.698 3.39 5.151 1
-0.966 0.102 0.394 1.447 -0.759 0.921 -1.988 1.137 0.353 0.019 1
5.883 0.424 -4.309 -2.872 4.235 3.614 -3.312 -0.763 2.062 0.338 1
3.611 5.541 -1.634 -1.24 1.41 6.996 0.519 6.304 2.561 5.498 1
-0.218 4.215 1.444 4.038 -0.118 1.067 3.552 6.773 4.282 4.588 1
0.08 4.834 -2.711 -1.599 1.902 3.245 -3.792 6.984 -1.898 4.378 1
6.822 2.918 -8.05 -7.781 4.631 2.766 1.157 -0.309 -0.895 3.186 1
4.359 -0.578 3.479 6.564 5.057 4.782 -3.979 5.483 11.412 -0.431 1
-0.674 2.562 -0.74 1.078 2.291 4.46 -0.109 4.247 0.633 2.496 1
-0.653 4.799 -4.119 -1.162 -0.446 4.277 0.511 0.905 -1.369 5.834 1
4.88 1.762 1.476 3.345 3.4 5.95 0.732 2.083 7.561 1.311 1
4.723 2.916 -1.258 0.225 6.662 6.741 0.529 3.121 4.103 2.347 0
6.716 6.281 -2.486 -1.756 3.846 0.336 -0.353 -0.004 3.365 6.561 1
3.17 3.556 -2.79 -2.134 -0.903 3.416 -3.832 5.423 0.956 3.588 0
0.921 0.135 -5.421 -3.466 6.706 1.34 -1.252 -0.995 -1.82 -0.046 1
0.233 2.027 3.849 3.986 6.807 4.571 0.89 0.555 4.011 2.944 1
4.736 0.381 -3.376 -1.443 2.132 3.163 0.109 4.145 3.266 0.137 1
3.479 5.779 -6.503 -4.107 5.073 0.826 0.172 6.503 -1.211 6.262 1
5.967 -0.533 -1.665 -0.933 2.284 5.974 -1.835 0.775 5.671 0.029 1
4.224 6.017 1.989 3.375 1.329 0.904 -2.057 -0.112 7.869 5.336 1
3.18 0.016 -0.773 1.323 1.462 4.186 0.913 2.896 4.097 -0.16 1
3.243 1.308 -2.609 0.355 5.384 5.552 0.7 5.636 3.971 0.483 0
2.41 2.946 2.256 4.365 2.443 4.607 -2.033 6.479 6.379 2.762 0
6.032 4.624 -1.667 -1.458 -0.807 5.893 -2.923 -0.965 4.118 4.01 1
6.522 6.958 -2.158 -0.931 0.149 4.979 1.512 6.294 5.185 6.736 1
5.896 4.186 -5.063 -3.521 3.068 5.408 4.917 0.939 2.976 4.749 1
6.429 5.787 -0.154 2.378 3.246 6.889 -2.505 5.168 9.061 6.41 1
0.868 2.905 -3.005 -1.754 -0.072 4.47 1.402 -0.228 -1.618 3.374 0
6.97 2.127 4.639 6.878 5.239 2.732 0.356 6.746 13.978 2.409 1
1.566 4.962 -1.765 -0.911 3.823 -0.99 -4.379 4.782 0.386 4.611 1
4.8 3.126 5.654 5.777 -0.675 0.078 3.858 4.35 10.405 2.877 0
4.569 1.766 0.341 0.908 3.513 4.716 -2.69 2.297 5.714 1.892 1
5.997 4.393 0.227 1.486 5.056 2.509 9.696 5.352 7.593 4.25 1
6.3 4.764 3.502 4.371 3.359 4.689 -0.719 1.072 11.218 5.083 1
6.188 1.25 -2.218 -0.844 -0.891 6.578 -6.902 5.917 5.803 1.645 1
3.679 3.028 -1.067 -0.968 4.088 0.686 2.767 0.417 2.9 3.54 0
0.224 1.917 -0.64 0.595 3.564 0.136 2.85 4.839 0.057 2.502 1
4.067 3.705 7.798 9.76 5.333 6.1 3.445 2.014 13.053 4.779 0
-0.966 -0.58 0.647 1.32 2.429 4.314 0.323 0.205 -0.071 -0.638 1
4.666 5.276 5.79 6.351 2.172 5.382 -3.921 3.949 10.781 5.007 1
4.726 3.51 -0.462 0.324 2.414 4.452 3.455 5.864 5.071 3.928 0
3.013 4.955 0.276 1.27 -0.268 0.184 -1.226 3.443 3.855 4.579 0
6.092 5.906 -3.544 -2.067 6.956 1.086 4.401 0.649 4.069 5.639 1
2.803 2.971 2.091 4.813 4.035 5.485 -3.184 0.222 7.92 3.288 0
0.878 2.717 -0.907 -0.716 5.466 4.681 1.082 3.078 0.143 2.574 1
6.251 5.986 -0.656 1.879 6.169 2.402 -0.018 5.705 7.842 6.441 1
6.37 3.286 2.168 3.116 5.49 1.91 3.03 5.07 9.182 3.336 1
0.483 -0.178 1.635 3.201 1.91 5.228 1.589 2.726 2.882 1.029 1
4.42 6.672 -3.095 -0.843 2.433 2.103 2.307 0.308 3.018 6.395 1
2.511 4.606 1.954 3.887 3.523 3.767 -4.364 6.69 5.394 4.403 0
6.251 0.394 2.989 3.367 1.941 4.208 4.878 2.944 9.752 0.507 1
5.514 0.119 4.886 6.324 3.802 -0.273 4.671 0.84 12.911 0.559 1
2.575 3.853 1.786 2.758 1.626 0.401 0.992 6.268 5.219 3.506 0
-0.216 6.6 -1.011 -1 6.48 2.478 3.058 4.183 -0.366 6.331 1
4.559 2.168 2.012 2.841 -0.144 6.648 -3.071 2.699 7.872 2.083 1
0.919 0.551 -3.07 -1.333 5.766 -0.279 -1.319 4.167 0.043 0.827 1
-0.198 1.692 0.016 1.735 1.893 4.49 3.713 2.234 1.573 1.799 1
0.462 6.56 2.27 5.273 0.38 5.675 4.028 0.135 6.836 6.647 1
2.08 2.057 -0.436 1.581 1.169 2.604 -1.429 0.329 3.213 2.736 0
0.125 6.843 0.897 3.23 5.547 1.372 -2.918 0.336 3.612 6.807 1
1.702 1.613 1.265 1.531 2.463 0.063 -0.301 6.086 2.995 1.272 0
2.333 4.47 -3.046 -1.764 6.174 5.135 -1.284 5.653 0.318 5.307 0
1.691 4.141 -0.317 -0.085 5.31 1.124 2.35 1.055 1.383 4.642 1
-0.545 1.476 0.1 1.282 -0.37 3.424 -1.857 -0.249 0.151 0.572 1
-0.871 2.054 -4.53 -3.087 4.187 0.648 3.419 1.499 -4.159 2.19 1
1.11 4.318 2.8 2.929 1.958 5.912 -0.604 3.892 4.38 4.318 1
2.706 3.428 4.176 4.87 4.445 2.521 -0.6 6.532 7.508 3.346 0
3.333 0.504 -0.461 -0.343 6.813 6.88 3.481 5.695 3.261 0.773 1
4.841 3.824 1.377 4.292 2.172 3.039 0.487 0.043 9.022 3.112 0
4.812 2.138 -1.896 0.151 5.113 0.42 -1.961 1.983 4.396 2.049 0
0.571 1.292 4.556 4.639 2.562 1.691 1.208 2.87 5.885 1.413 1
-0.563 2.897 -1.145 0.736 5.508 5.736 2.207 4.033 -0.431 3.445 1
1.405 -0.844 1.267 1.318 3.992 3.814 -1.43 -0.251 3.91 -1.499 1
2.145 0.106 6.184 7.622 3.206 6.621 -2.199 3.153 9.438 0.754 1
5.528 1.79 2.323 2.798 -0.337 6.092 -5.753 3.747 7.711 2.345 1
-0.359 5.7 6.502 7.236 -0.707 6.736 8.062 0.122 7.115 5.256 1
2.803 -0.763 -0.255 1.196 1.94 4.727 -1.662 0.769 5.249 -0.767 1
-0.982 3.85 -1.234 -1.084 1.881 4.005 -1.353 6.912 -2.398 3.992 1
3.926 3.518 4.368 5.795 0.903 6.579 -4.427 0.979 10.091 3.494 0
5.156 5.741 3.136 5.382 6.526 -0.337 2.204 6.917 10.928 5.672 1
3.782 5.344 -0.484 1.751 2.316 4.587 0.257 -0.7 4.587 5.74 1
5.703 2.63 -3.979 -2.67 3.32 5.634 -0.312 -0.23 3.471 2.849 1
4.156 1.983 1.229 2.58 5.417 6.982 2.558 1.252 7.342 2.335 0
0.027 4.15 5.119 7.383 0.338 6.135 0.974 3.334 7.994 3.738 1
5.292 5.828 -4.33 -3.714 2.927 3.416 2.319 0.99 2.205 6.6 1
-0.378 4.457 -0.446 1.026 5.776 1.508 -0.78 -0.511 1.835 4.363 1
3.036 5.005 2.268 3.945 5.036 5.908 0.24 1.426 6.519 4.967 1
6.07 1.976 1.622 5.703 4.847 5.63 -1.952 4.302 12.359 1.501 1
1.854 3.145 -3.158 -1.294 4.039 6.915 6.286 -0.786 0.468 3.514 0
-0.135 1.831 -2.286 -0.445 5.69 6.916 -0.273 1.929 0.222 1.942 1
-0.47 -0.259 -0.719 0.824 5.723 4.122 4.369 -0.876 -0.311 -0.436 1
5.78 -0.748 -2.254 -2.219 6.149 5.004 -3.246 6.635 4.933 -0.493 1
3.934 6.802 3.941 6.126 4.682 2.638 -2.063 6.175 9.541 6.878 1
0.863 5.767 -2.138 -0.494 4.371 1.875 -1.164 -0.813 -0.062 5.498 1
4.843 5.763 -0.912 0.163 5.42 1.067 1.651 1.699 5.096 6.429 1
2.371 3.522 -4.747 -1.731 2.372 0.72 5.238 4.804 0.388 3.383 0
4.657 2.305 -3.921 -2.012 3.652 0.803 -1.827 4.705 2.532 2.644 1
0.14 1.949 3.555 4.376 4.806 0.757 -1.395 0.861 4.707 1.215 1
-0.236 1.214 0.98 2.276 5.624 0.734 2.753 0.973 2.368 1.093 1
3.34 3.974 4.019 6.536 2.243 6.114 -0.037 1.207 9.449 5.869 0
6.08 1.895 -2.708 -2.288 2.926 6.291 0.516 5.63 3.949 1.88 1
5.922 5.907 -7.32 -5.472 2.928 0.277 2.47 0.016 0.516 6.237 1
-0.263 -0.544 2.104 2.969 4.151 0.278 3.633 0.912 2.772 -0.683 1
-0.424 1.499 4.14 4.838 0.568 5.991 6.483 4.205 4.413 0.896 1
-0.236 -0.522 -1.864 -1.636 -0.815 5.333 -3.425 4.504 -1.859 -0.423 1
4.281 1.121 -0.692 0.88 4.699 3.91 2.793 -0.074 4.2 1.059 0
6.163 1.362 6.048 6.418 2.377 -0.346 1.222 -0.291 11.771 1.259 1
0.994 0.028 6.75 7.054 6.903 -0.599 4.208 6.318 8.992 0.312 1
1.039 0.085 -1.23 -0.018 6.3 0.34 -7.239 3.131 1.158 0.364 1
3.467 1.067 1.631 2.466 1.882 5.473 5.225 -0.88 6.417 1.495 1
-0.562 -0.962 2.154 2.992 3.341 1.245 0.599 6.045 1.913 -1.297 1
5.474 4.321 -2.703 -1.29 3.645 4.444 1.483 5.161 4.142 4.606 1
1.876 0.11 -0.802 1.352 4.129 5.792 -0.473 -0.813 3.554 -0.095 1
2.225 2.453 -1.917 -1.182 1.358 1.869 -1.862 3.229 1.281 2.029 0
4.327 -0.543 2.638 4.92 4.425 3.487 0.167 5.601 8.831 -1.056 1
3.798 6.822 5.854 8.193 0.046 4.811 -1.514 5.602 13.078 7.816 1
4.815 6.309 -1.338 -0.16 5.218 5.596 -0.845 4.957 4.692 6.179 1
3.471 0.973 -3.079 -1.019 0.426 2.252 4.556 4.725 1.808 1.116 1
3.197 2.762 -1.706 -1.073 6.53 5.661 0.793 5.292 1.684 3.453 0
5.924 4.145 -0.324 3.565 0.84 -0.52 -4.46 5.385 9.174 4.346 1
1.082 1.611 0.253 0.997 0.289 -0.509 -0.061 6.328 1.71 2.254 0
5.996 5.033 3.204 5.501 3.19 3.75 3.222 0.028 11.514 5.718 1
0.83 2.329 -0.53 0.047 5.675 2.314 -5.177 1.317 0.265 2.555 1
0.73 5.74 -0.757 1.977 0.621 4.226 -5.063 0.921 2.733 6.529 1
3.377 1.529 -4.429 -1.307 3.268 6.685 -1.034 6.211 1.858 1.951 0
6.122 0.738 -0.285 -0.08 0.246 4.619 -4.413 0.113 5.885 0.217 1
4.571 -0.008 -3.254 -1.953 4.394 1.535 -5.853 5.523 2.715 0.529 1
3.02 1.037 -3.117 -1.984 1.143 4.314 -2.223 3.369 0.644 0.898 1
6.321 4.088 5.225 10.154 5.661 3.328 -1.021 0.964 15.856 3.479 1
3.562 5.397 3.921 4.518 0.807 0.367 -2.254 -0.903 8.25 5.483 1
4.528 5.124 -3.084 -1.642 2.641 0.527 1.304 1.855 2.639 5.535 1
4.783 6.007 0.395 1.462 1.917 3.897 -1.19 5.07 7.111 6.675 1
3.349 -0.816 3.429 6.81 3.952 3.964 -3.07 5.787 10.75 -0.141 1
4.089 5.145 -0.851 -0.76 1.969 4.569 -3.498 4.523 3.415 4.751 1
4.717 1.05 -1.576 -1.313 3.634 1.483 -4.067 2.156 2.716 0.711 1
5.984 -0.813 1.487 2.464 -0.096 0.707 -1.563 3.035 8.58 -0.516 1
4.356 5.788 0.352 2.438 6.998 6.621 2.181 2.119 6.576 5.449 1
1.548 -0.608 5.108 7.855 6.574 0.558 -2.127 6.999 9.5 0.63 1
0.463 0.566 1.976 2.788 1.55 6.255 -3.13 0.925 2.808 0.627 1
2.518 1.214 -0.255 0.087 -0.05 1.471 -3.845 6.143 2.6 1.274 0
-0.726 4.704 -2.602 -0.437 4.448 2.339 -0.755 1.248 -1.066 4.481 1
2.374 1.626 0.88 3.367 5.252 -0.113 3.645 6.024 5.571 1.032 0
0.287 3.825 2.554 4.284 6.505 -0.995 1.616 2.729 5.444 2.949 1
4.171 6.691 3.348 5.186 0.986 -0.559 5.478 -0.602 9.603 6.97 1
2.437 -0.511 -3.755 -1.418 6.455 6.006 0.073 3.985 0.798 0.044 1
-0.104 6.434 -0.7 1.017 -0.02 5.643 3.071 -0.281 1.114 6.715 1
2.118 0.722 2.218 4.267 4.559 5.118 -0.309 4.766 5.456 0.974 1
2.985 1.465 0.101 1.909 1.939 4.583 -7.091 0.411 4.183 1.777 0
4.008 0.546 4.705 5.529 1.532 4.884 -4.379 0.499 9.807 1.351 1
5.08 4.675 0.71 1.778 6.804 5.435 3.959 4.414 5.874 4.776 1
1.792 6.979 -1.827 2.124 1.816 0.853 -1.69 2.231 4.495 6.638 1
-0.31 -0.902 -4.557 0.747 2.409 0.822 3.753 4.558 0.154 -1.46 1
2.303 6.155 -4.302 -3.177 6.289 -0.236 5.236 2.61 -1.023 5.86 1
5.088 4.788 -0.77 -0.313 5.858 0.686 4.694 0.862 5.121 5.133 1
1.343 0.334 -4.288 -4.125 3.77 1.252 -3.798 -0.542 -2.57 -0.016 1
3.225 6.961 -2.222 -0.434 2.686 0.722 -2.368 5.397 2.381 8.019 1
6.661 0.984 -1.466 0.86 1.334 1.275 0.033 5.633 7.363 1.253 1
6.738 1.666 0.834 2.214 3.485 3.237 2.024 0.605 8.558 1.806 1
1.668 5.138 1.178 4.207 4.001 -0.649 -0.481 5.288 6.211 5.018 1
-0.191 3.983 0.062 2.207 1.029 0.358 -2.445 6.669 1.079 3.203 1
0.34 4.725 -3.203 -1.866 4.056 5.459 -5.223 2.397 -1.739 4.329 1
-0.476 4.213 6.398 7.655 1.464 2.706 -1.476 6.687 6.849 4.196 1
5.355 -0.663 0.973 2.106 4.354 0.156 -0.476 3.266 7.572 -0.028 1
6.58 -0.007 0.759 1.563 3.104 4.321 0.735 -0.453 8.719 0.343 1
-0.293 -0.959 -4.329 -0.918 6.481 4.8 2.769 5.7 -0.258 -0.717 1
5.145 4.193 3.754 4.846 5.694 0.255 -4.934 6.765 10.558 4.244 1
1.359 5.428 -0.552 -0.403 6.532 4.843 0.515 6.939 -0.343 4.838 1
-0.489 -0.872 0.053 0.253 5.759 3.036 1.667 -0.678 -1.215 -1.174 1
-0.137 0.188 -2.234 -1.473 3.528 -0.473 3.625 0.475 -1.857 -0.259 1
0.076 0.338 -8.881 -7.111 6.175 1.616 0.062 -0.406 -6.561 0.143 1
4.263 5.461 -3.482 -2.573 6.9 0.974 -2.234 0.404 1.972 5.167 1
-0.834 1.877 2.573 2.877 0.176 -0.645 2.199 -0.593 1.735 1.883 1
6.291 1.597 -1.765 0.624 6.413 -0.288 -5.62 -0.178 6.663 1.836 1
5.256 4.707 6.274 6.565 -0.431 5.487 -0.48 -0.093 11.876 3.733 1
2.754 6.307 -1.07 -0.35 4.25 4.355 -0.308 3.183 2.492 6.15 1
2.247 -0.899 -0.945 -0.101 1.951 2.277 0.981 6.067 2.005 -0.688 1
1.381 0.927 -1.802 2.248 2.594 -0.319 0.342 6.439 3.418 1.068 1
-0.84 5.36 -0.424 3.824 4.28 5.039 -2.658 0.183 2.431 5.834 1
0.156 0.395 1.404 6.041 5.672 1.338 -2.848 2.842 6.78 0.49 1
2.506 5.935 0.738 1.366 1.961 3.269 -4.981 5.875 3.905 6.215 1
6.206 3.229 6.405 6.408 4.161 6.342 1.992 -0.461 13.406 3.405 1
3.917 5.591 1.463 5.002 1.188 4.133 0.777 4.153 9.463 6.269 1
3.303 5.434 -1.007 4.326 2.558 4.991 -0.945 4.228 7.909 5.407 1
0.254 4.508 2.391 4.05 6.579 4.186 6.583 1.525 3.631 4.081 1
3.603 5.821 0.837 3.631 0.365 2.742 -0.059 0.673 7.447 5.356 1
5.144 -0.345 3.345 4.955 0.315 1.52 -1.41 5.271 11.19 0.185 1
0.873 1.586 0.935 1.937 1.032 1.904 0.419 6.715 3.327 2.107 0
0.191 -0.396 1.59 1.819 3.317 4.297 0.816 2.305 2.149 -0.747 1
0.339 6.024 -0.732 -0.035 6.704 6.498 -3.158 -0.46 -0.789 5.037 1
0.537 2.284 -2.894 -2.135 6.041 -0.211 -0.417 6.345 -1.342 1.744 1
4.344 2.585 6.816 9.712 2.768 0.484 2.786 5.599 15.12 2.088 0
4.691 2.145 0.637 2.665 -0.899 1.165 1.583 -0.748 7.845 2.006 1
4.862 3.082 -0.64 0.307 1.066 1.029 7.032 4.664 4.455 2.689 0
-0.978 3.092 1.926 4.639 2.953 5.058 7.376 2.577 3.958 3.427 1
0.063 3.639 -1.246 0.444 -0.729 1.724 0.898 -0.509 0.128 3.768 1
1.331 3.174 -2.696 -1.319 6.811 1.302 1.626 1.213 1.871 3.866 0
5.357 -0.696 3.746 5.096 3.324 5.294 -1.243 2.697 10.808 -0.543 1
1.403 2.169 1.91 3.486 1.429 5.411 -3.028 2.723 5.04 2.478 0
2.141 3.285 3.6 5.896 1.018 3.555 -2.068 1.921 8.631 4.354 0
5.707 6.532 -7.964 -5.866 5.007 3.281 1.348 5.947 0.651 6.021 1
0.842 -0.038 -1.319 0.323 0.569 2.486 4.277 -0.709 0.902 0.215 1
2.124 4.372 4.192 5.068 1.753 4.327 0.739 2.511 7.06 3.508 0
4.289 0.36 0.728 2.544 1.849 1.102 0.742 4.431 6.543 1.355 1
3.77 -0.813 -0.888 -0.229 2.58 4.457 0.86 6.848 3.43 -0.69 1
0.026 3.737 -0.283 0.53 3.085 1.644 2.38 -0.727 0.481 4.315 1
6.765 4.697 3.899 6.039 2.327 6.547 -1.362 3.123 13.034 5.269 1
0.268 4.265 2.439 7.127 -0.081 0.673 0.505 1.942 8.146 5.073 1
4.587 0.053 -2.647 -1.612 5.137 3.753 -3.299 -0.043 3.114 -0.285 1
6.533 3.217 -0.535 0.172 5.632 4.916 3.927 5.773 5.647 4.306 1
3.012 6.558 0.764 0.873 -0.924 2.437 5.93 1.308 3.695 7.854 1
5.479 4.873 0.731 2.493 5.58 4.515 0.41 0.504 7.125 5.347 1
-0.846 5.1 1.153 5.971 6.945 6.146 3.949 4.404 5.252 5.437 1
1.69 0.93 3.274 4.341 1.228 -0.694 -5.575 2.154 5.997 0.33 0
1.488 0.104 -0.301 3.14 6.912 1.774 -0.449 3.822 4.179 -0.1 1
-0.288 6.537 3.652 6.732 1.223 1.23 0.006 5.944 7.052 7.316 1
1.146 3.582 -0.493 -0.122 5.221 5.868 2.119 -0.375 0.639 4.33 0
-0.401 3.557 -2.662 -1.655 -0.083 0.238 -1.694 1.771 -2.176 3.875 1
6.27 2.983 -12.737 -11.723 4.215 6.251 4.796 5.155 -4.327 3.739 1
5.133 2.61 -0.935 -0.483 2.447 6.926 -0.143 3.761 5.501 3.106 0
-0.591 1.73 5.361 6.029 0.802 0.148 0.734 0.051 5.423 2.065 1
3.416 0.358 1.512 3.238 4.431 4.723 2.015 1.82 6.419 -0.419 1
6.278 -0.258 -3.673 -2.142 4.495 4.787 5.224 6.695 4.314 -0.123 1
-0.542 0.916 -0.893 0.257 0.143 6.666 -7.745 6.932 -0.459 0.826 1
4.534 -0.375 -5.314 -1.283 3.052 3.34 -1.104 0.499 2.837 -0.261 1
3.798 -0.892 -0.482 2.995 5.057 4.802 -2.085 2.212 6.728 -1.291 1
3.963 1.964 -2.097 -0.296 -0.669 0.346 0.296 0.495 4.245 1.549 0
3.605 -0.035 -2.809 -2.805 6.798 4.344 -2.203 2.815 1.5 0.108 1
